type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-09 20:24:07,45.65585443,13.78853874,3.79,75.117,,1.330,257,21,44,,
T,2024-03-09 20:24:08,45.65585398,13.78851905,3.79,74.684,,1.390,276,21,44,,
T,2024-03-09 20:24:09,45.65585599,13.78850083,3.79,73.898,,1.380,294,21,44,,
T,2024-03-09 20:24:10,45.65585844,13.78848367,3.79,72.225,,1.280,301,20,44,,
T,2024-03-09 20:24:11,45.65584882,13.78845556,3.79,71.351,,2.160,249,20,44,,
T,2024-03-09 20:24:12,45.65584371,13.78843450,3.79,72.663,,1.410,268,20,44,,
T,2024-03-09 20:24:13,45.65583498,13.78841651,3.79,73.336,,1.480,244,20,43,,
T,2024-03-09 20:24:14,45.65582577,13.78840343,3.79,72.430,,1.260,247,20,43,,
T,2024-03-09 20:24:15,45.65581964,13.78838644,3.79,72.464,,1.440,268,21,43,,
T,2024-03-09 20:24:16,45.65581562,13.78836934,3.79,71.765,,1.360,275,21,43,,
T,2024-03-09 20:24:17,45.65580992,13.78835307,3.79,70.099,,1.360,265,21,43,,
T,2024-03-09 20:24:18,45.65579354,13.78833904,3.79,70.009,,1.930,217,21,43,,
T,2024-03-09 20:24:19,45.65577720,13.78833511,3.79,69.938,,1.370,199,21,43,,
T,2024-03-09 20:24:20,45.65576309,13.78833865,3.79,69.710,,1.400,187,21,43,,
T,2024-03-09 20:24:21,45.65574962,13.78833844,3.79,69.901,,1.370,199,20,43,,
T,2024-03-09 20:24:22,45.65573649,13.78833316,3.79,70.216,,1.370,206,20,43,,
T,2024-03-09 20:24:23,45.65572395,13.78832738,3.88,70.368,,1.360,207,18,43,,
T,2024-03-09 20:24:24,45.65571283,13.78831987,3.98,70.728,,1.350,211,17,43,,
T,2024-03-09 20:24:25,45.65570300,13.78830974,4.08,71.018,,1.350,218,17,43,,
T,2024-03-09 20:24:26,45.65569711,13.78829227,3.91,71.370,,1.440,243,17,43,,
T,2024-03-09 20:24:27,45.65569140,13.78827724,3.79,71.879,,1.320,240,17,43,,
T,2024-03-09 20:24:28,45.65568259,13.78826596,3.79,73.823,,1.380,224,16,42,,
T,2024-03-09 20:24:29,45.65567206,13.78825933,3.79,74.419,,1.310,207,16,42,,
T,2024-03-09 20:24:30,45.65566185,13.78825230,3.79,74.516,,1.370,206,16,42,,
T,2024-03-09 20:24:31,45.65565439,13.78823483,3.79,74.579,,1.540,237,15,42,,
T,2024-03-09 20:24:32,45.65565446,13.78821718,3.79,72.365,,1.430,265,16,42,,
T,2024-03-09 20:24:33,45.65563984,13.78820304,3.79,73.530,,1.940,216,17,42,,
T,2024-03-09 20:24:34,45.65562944,13.78819199,3.79,72.936,,1.300,220,17,42,,
T,2024-03-09 20:24:35,45.65562230,13.78817772,3.79,72.806,,1.370,241,17,42,,
T,2024-03-09 20:24:36,45.65561357,13.78816642,3.79,72.641,,1.270,232,17,42,,
T,2024-03-09 20:24:37,45.65560624,13.78815225,3.82,72.942,,1.310,241,18,42,,
T,2024-03-09 20:24:38,45.65560087,13.78813676,3.79,72.813,,1.340,250,18,42,,
T,2024-03-09 20:24:39,45.65559896,13.78811887,3.89,72.991,,1.410,265,18,42,,
T,2024-03-09 20:24:40,45.65559766,13.78810192,3.86,72.969,,1.260,266,19,42,,
T,2024-03-09 20:24:41,45.65558937,13.78808434,3.90,74.744,,1.540,238,19,42,,
T,2024-03-09 20:24:42,45.65557868,13.78807172,4.07,76.099,,1.360,220,19,42,,
T,2024-03-09 20:24:43,45.65557096,13.78805637,3.97,76.170,,1.310,232,19,42,,
T,2024-03-09 20:24:44,45.65556774,13.78803914,4.03,75.848,,1.400,255,20,42,,
T,2024-03-09 20:24:45,45.65556268,13.78802363,4.06,76.867,,1.400,249,20,42,,
T,2024-03-09 20:24:46,45.65554950,13.78801673,3.98,76.919,,1.570,206,20,42,,
T,2024-03-09 20:24:47,45.65554062,13.78800367,4.01,77.887,,1.480,234,19,42,,
T,2024-03-09 20:24:48,45.65553663,13.78798580,4.06,77.659,,1.430,261,19,42,,
T,2024-03-09 20:24:49,45.65553007,13.78797256,3.98,77.879,,1.300,247,18,42,,
T,2024-03-09 20:24:50,45.65552268,13.78796017,3.99,77.615,,1.260,242,17,42,,
T,2024-03-09 20:24:51,45.65551711,13.78794957,10.64,77.302,,1.290,244,17,42,,
T,2024-03-09 20:24:52,45.65550612,13.78793987,10.49,78.206,,1.500,217,17,42,,
T,2024-03-09 20:24:53,45.65549697,13.78792967,10.35,77.847,,1.250,223,17,42,,
T,2024-03-09 20:24:54,45.65548824,13.78791757,10.42,77.510,,1.280,225,17,42,,
T,2024-03-09 20:24:55,45.65548118,13.78790556,10.57,75.729,,1.250,225,17,42,,
T,2024-03-09 20:24:56,45.65547452,13.78788988,10.69,75.903,,1.350,241,17,42,,
T,2024-03-09 20:24:57,45.65546821,13.78787535,10.52,75.663,,1.260,248,17,42,,
T,2024-03-09 20:24:58,45.65545818,13.78786549,10.42,76.565,,1.400,220,17,42,,
T,2024-03-09 20:24:59,45.65544999,13.78785381,10.43,77.507,,1.320,230,17,42,,
T,2024-03-09 20:25:00,45.65544284,13.78783800,10.17,77.518,,1.370,236,17,41,,
T,2024-03-09 20:25:01,45.65543837,13.78782150,9.95,77.603,,1.350,248,17,42,,
T,2024-03-09 20:25:02,45.65543255,13.78780546,9.96,77.261,,1.310,241,17,42,,
T,2024-03-09 20:25:03,45.65542929,13.78778810,9.94,75.445,,1.260,257,17,42,,
T,2024-03-09 20:25:04,45.65542560,13.78777196,9.94,74.527,,1.270,256,17,42,,
T,2024-03-09 20:25:05,45.65542140,13.78775731,9.94,74.420,,1.260,256,16,42,,
T,2024-03-09 20:25:06,45.65541289,13.78774504,9.94,74.862,,1.360,233,17,42,,
T,2024-03-09 20:25:07,45.65540737,13.78773117,9.94,74.122,,1.290,250,17,42,,
T,2024-03-09 20:25:08,45.65540155,13.78771667,9.94,73.245,,1.250,248,17,42,,
T,2024-03-09 20:25:09,45.65539623,13.78770112,9.94,73.143,,1.280,247,17,42,,
T,2024-03-09 20:25:10,45.65539031,13.78768535,9.94,73.507,,1.360,245,17,42,,
T,2024-03-09 20:25:11,45.65538143,13.78767241,9.94,73.400,,1.380,227,17,42,,
T,2024-03-09 20:25:12,45.65537339,13.78765853,9.94,72.860,,1.280,233,17,42,,
T,2024-03-09 20:25:13,45.65537117,13.78764074,9.94,72.880,,1.420,260,17,42,,
T,2024-03-09 20:25:14,45.65536759,13.78762356,9.94,72.842,,1.280,251,17,42,,
T,2024-03-09 20:25:15,45.65536073,13.78760903,9.94,72.155,,1.270,238,17,42,,
T,2024-03-09 20:25:16,45.65535514,13.78759351,9.94,72.081,,1.270,245,16,42,,
T,2024-03-09 20:25:17,45.65534561,13.78758088,9.94,72.326,,1.350,227,16,42,,
T,2024-03-09 20:25:18,45.65534009,13.78756728,9.94,71.831,,1.230,244,17,42,,
T,2024-03-09 20:25:19,45.65533207,13.78755603,9.94,71.823,,1.330,227,17,42,,
T,2024-03-09 20:25:20,45.65532387,13.78754247,9.94,72.205,,1.330,233,17,42,,
T,2024-03-09 20:25:21,45.65531655,13.78753289,9.94,71.752,,1.270,242,17,42,,
T,2024-03-09 20:25:22,45.65531052,13.78751883,9.94,72.231,,1.290,244,17,42,,
T,2024-03-09 20:25:23,45.65530177,13.78750688,9.94,71.748,,1.140,236,16,42,,
T,2024-03-09 20:25:24,45.65529633,13.78748976,9.94,70.371,,1.370,262,19,42,,
T,2024-03-09 20:25:25,45.65529521,13.78747593,10.07,69.371,,1.230,275,19,42,,
T,2024-03-09 20:25:26,45.65528937,13.78746332,10.06,70.641,,1.310,257,19,42,,
T,2024-03-09 20:25:27,45.65527983,13.78745261,10.33,71.981,,1.360,234,21,42,,
T,2024-03-09 20:25:28,45.65526916,13.78744174,10.44,72.634,,1.260,244,21,42,,
T,2024-03-09 20:25:29,45.65526313,13.78742876,10.52,72.882,,1.270,258,22,42,,
T,2024-03-09 20:25:30,45.65525448,13.78741888,10.40,72.105,,1.330,234,19,42,,
T,2024-03-09 20:25:31,45.65524328,13.78741059,10.37,73.523,,1.220,229,21,42,,
T,2024-03-09 20:25:32,45.65523140,13.78740065,10.30,74.395,,1.240,235,21,42,,
T,2024-03-09 20:25:33,45.65521700,13.78739431,10.29,73.724,,1.240,212,21,42,,
T,2024-03-09 20:25:34,45.65520598,13.78738260,10.29,72.903,,1.260,226,23,42,,
T,2024-03-09 20:25:35,45.65519577,13.78737219,10.27,72.844,,1.220,222,23,42,,
T,2024-03-09 20:25:36,45.65518943,13.78735753,10.24,73.053,,1.260,235,23,42,,
T,2024-03-09 20:25:37,45.65517981,13.78734210,10.22,74.337,,1.230,230,23,42,,
T,2024-03-09 20:25:38,45.65517617,13.78732169,10.31,74.697,,1.440,263,23,42,,
T,2024-03-09 20:25:39,45.65516512,13.78730733,10.22,74.815,,1.470,229,21,42,,
T,2024-03-09 20:25:40,45.65515233,13.78729889,9.94,74.983,,1.250,228,19,42,,
T,2024-03-09 20:25:41,45.65513526,13.78729361,9.94,74.217,,1.240,226,19,42,,
T,2024-03-09 20:25:42,45.65512417,13.78728276,9.94,74.356,,1.180,231,20,42,,
T,2024-03-09 20:25:43,45.65511254,13.78727403,9.94,75.398,,1.210,224,20,42,,
T,2024-03-09 20:25:44,45.65510379,13.78726051,9.94,75.719,,1.440,239,20,42,,
T,2024-03-09 20:25:45,45.65509354,13.78725088,9.94,75.954,,1.250,236,21,42,,
T,2024-03-09 20:25:46,45.65508362,13.78724055,9.94,77.538,,1.250,230,22,42,,
T,2024-03-09 20:25:47,45.65507629,13.78722810,9.94,77.901,,1.360,246,22,42,,
T,2024-03-09 20:25:48,45.65506551,13.78721866,9.94,78.489,,1.300,231,22,42,,
T,2024-03-09 20:25:49,45.65505778,13.78720736,9.94,78.780,,1.260,235,22,42,,
T,2024-03-09 20:25:50,45.65504263,13.78720439,9.94,79.148,,1.580,194,21,42,,
T,2024-03-09 20:25:51,45.65503147,13.78720071,9.94,78.708,,1.320,206,21,42,,
T,2024-03-09 20:25:52,45.65502331,13.78719209,9.94,77.740,,1.330,227,21,42,,
T,2024-03-09 20:25:53,45.65501866,13.78717997,9.94,76.056,,1.310,245,21,42,,
T,2024-03-09 20:25:54,45.65501141,13.78716962,9.94,76.059,,1.290,232,20,42,,
T,2024-03-09 20:25:55,45.65500295,13.78715812,9.94,76.864,,1.290,240,19,42,,
T,2024-03-09 20:25:56,45.65499715,13.78714572,9.94,77.289,,1.330,260,20,42,,
T,2024-03-09 20:25:57,45.65498760,13.78713569,9.94,77.129,,1.340,241,20,42,,
T,2024-03-09 20:25:58,45.65497751,13.78712496,9.94,76.580,,1.280,241,20,42,,
T,2024-03-09 20:25:59,45.65496762,13.78711564,9.94,76.778,,1.290,231,21,42,,
T,2024-03-09 20:26:00,45.65495835,13.78710370,9.94,76.370,,1.260,245,21,42,,
T,2024-03-09 20:26:01,45.65494905,13.78709163,9.94,76.954,,1.190,239,21,42,,
T,2024-03-09 20:26:02,45.65493729,13.78707919,9.94,77.234,,1.290,234,20,42,,
T,2024-03-09 20:26:03,45.65492929,13.78706394,9.94,76.727,,1.370,255,20,42,,
T,2024-03-09 20:26:04,45.65492106,13.78705169,9.94,76.398,,1.320,239,21,42,,
T,2024-03-09 20:26:05,45.65491360,13.78704107,9.94,77.136,,1.280,228,19,42,,
T,2024-03-09 20:26:06,45.65490384,13.78703045,9.94,76.801,,1.240,227,18,42,,
T,2024-03-09 20:26:07,45.65489359,13.78702091,9.94,77.169,,1.300,221,19,42,,
T,2024-03-09 20:26:08,45.65488472,13.78701110,9.94,77.895,,1.190,224,19,42,,
T,2024-03-09 20:26:09,45.65487456,13.78700179,9.94,77.834,,1.230,222,19,42,,
T,2024-03-09 20:26:10,45.65486758,13.78698952,9.94,77.858,,1.340,243,18,42,,
T,2024-03-09 20:26:11,45.65485843,13.78697764,9.94,78.634,,1.300,228,19,42,,
T,2024-03-09 20:26:12,45.65484802,13.78696818,9.94,77.891,,1.280,218,19,42,,
T,2024-03-09 20:26:13,45.65483816,13.78695417,9.94,76.729,,1.290,231,18,42,,
T,2024-03-09 20:26:14,45.65482983,13.78693729,9.94,75.647,,1.280,239,19,42,,
T,2024-03-09 20:26:15,45.65482375,13.78692367,9.94,73.914,,1.230,242,19,42,,
T,2024-03-09 20:26:16,45.65481775,13.78690991,9.94,75.306,,1.240,241,20,42,,
T,2024-03-09 20:26:17,45.65481022,13.78689364,9.94,75.662,,1.270,245,19,42,,
T,2024-03-09 20:26:18,45.65480358,13.78687857,9.94,76.495,,1.230,245,20,42,,
T,2024-03-09 20:26:19,45.65479508,13.78686435,9.94,76.402,,1.160,243,21,42,,
T,2024-03-09 20:26:20,45.65478589,13.78685093,9.94,76.929,,1.210,242,21,42,,
T,2024-03-09 20:26:21,45.65477872,13.78683941,9.94,76.219,,1.170,238,21,42,,
T,2024-03-09 20:26:22,45.65476995,13.78682803,9.94,76.425,,1.160,232,20,42,,
T,2024-03-09 20:26:23,45.65476103,13.78681606,9.94,75.339,,1.130,232,21,42,,
T,2024-03-09 20:26:24,45.65475352,13.78680249,9.94,75.060,,1.200,240,21,42,,
T,2024-03-09 20:26:25,45.65474484,13.78679013,9.94,75.678,,1.190,239,20,42,,
T,2024-03-09 20:26:26,45.65473749,13.78677814,9.94,75.998,,1.200,234,20,42,,
T,2024-03-09 20:26:27,45.65473004,13.78676680,9.94,76.488,,1.210,235,20,42,,
T,2024-03-09 20:26:28,45.65472073,13.78675539,9.94,75.733,,1.260,228,20,42,,
T,2024-03-09 20:26:29,45.65471312,13.78674585,9.94,76.354,,1.210,229,19,42,,
T,2024-03-09 20:26:30,45.65471425,13.78672672,9.94,76.393,,1.730,274,19,42,,
T,2024-03-09 20:26:31,45.65471001,13.78671377,9.94,77.203,,1.340,249,19,42,,
T,2024-03-09 20:26:32,45.65470148,13.78670592,9.94,78.456,,1.270,226,20,42,,
T,2024-03-09 20:26:33,45.65469141,13.78669710,9.94,79.001,,1.260,219,20,42,,
T,2024-03-09 20:26:34,45.65468802,13.78668094,9.94,78.668,,1.540,254,20,42,,
T,2024-03-09 20:26:35,45.65468020,13.78666771,9.94,78.059,,1.280,229,21,42,,
T,2024-03-09 20:26:36,45.65467402,13.78665448,9.94,78.739,,1.240,235,21,42,,
T,2024-03-09 20:26:37,45.65466518,13.78664500,9.94,79.016,,1.290,217,21,42,,
T,2024-03-09 20:26:38,45.65465674,13.78663224,9.94,77.606,,1.280,232,20,42,,
T,2024-03-09 20:26:39,45.65464879,13.78661907,9.94,78.236,,1.260,223,20,42,,
T,2024-03-09 20:26:40,45.65464237,13.78660487,9.94,78.753,,1.230,238,20,42,,
T,2024-03-09 20:26:41,45.65463627,13.78659104,9.94,77.516,,1.210,234,19,42,,
T,2024-03-09 20:26:42,45.65463096,13.78657677,9.94,78.026,,1.190,245,19,42,,
T,2024-03-09 20:26:43,45.65462620,13.78656190,9.94,78.145,,1.230,246,19,42,,
T,2024-03-09 20:26:44,45.65461758,13.78655212,9.94,77.747,,1.230,222,19,42,,
T,2024-03-09 20:26:45,45.65461094,13.78653791,9.94,78.038,,1.280,237,20,42,,
T,2024-03-09 20:26:46,45.65460441,13.78652726,9.94,76.897,,1.240,232,20,42,,
T,2024-03-09 20:26:47,45.65459962,13.78651441,9.94,76.457,,1.240,237,21,42,,
T,2024-03-09 20:26:48,45.65459227,13.78650034,9.94,76.728,,1.240,236,21,42,,
T,2024-03-09 20:26:49,45.65458423,13.78648761,9.94,76.849,,1.230,237,21,42,,
T,2024-03-09 20:26:50,45.65457803,13.78647351,9.94,76.101,,1.250,238,21,42,,
T,2024-03-09 20:26:51,45.65457090,13.78646118,9.94,76.262,,1.170,242,21,42,,
T,2024-03-09 20:26:52,45.65456169,13.78644978,9.94,75.874,,1.330,229,21,42,,
T,2024-03-09 20:26:53,45.65455072,13.78643912,9.94,77.704,,1.260,222,21,42,,
T,2024-03-09 20:26:54,45.65454194,13.78642565,9.94,77.005,,1.250,234,21,42,,
T,2024-03-09 20:26:55,45.65453607,13.78641337,9.94,77.465,,1.220,241,20,42,,
T,2024-03-09 20:26:56,45.65452744,13.78640156,9.94,77.262,,1.290,221,20,42,,
T,2024-03-09 20:26:57,45.65452208,13.78638564,9.94,77.735,,1.290,246,20,42,,
T,2024-03-09 20:26:58,45.65450449,13.78638243,9.94,76.311,,2.140,188,20,42,,
T,2024-03-09 20:26:59,45.65449696,13.78636540,9.94,73.849,,1.740,237,20,42,,
T,2024-03-09 20:27:00,45.65449113,13.78634863,9.94,73.427,,1.290,253,20,42,,
T,2024-03-09 20:27:01,45.65448263,13.78633711,9.94,74.178,,1.320,226,22,42,,
T,2024-03-09 20:27:02,45.65447500,13.78632523,9.94,74.462,,1.220,231,22,42,,
T,2024-03-09 20:27:03,45.65446903,13.78631249,9.94,74.431,,1.220,240,22,42,,
T,2024-03-09 20:27:04,45.65446206,13.78630088,9.94,74.470,,1.210,235,22,42,,
T,2024-03-09 20:27:05,45.65445582,13.78628874,9.94,75.328,,1.220,239,21,42,,
T,2024-03-09 20:27:06,45.65444931,13.78627640,9.94,74.315,,1.170,241,21,42,,
T,2024-03-09 20:27:07,45.65444565,13.78626288,9.94,73.796,,1.220,250,19,42,,
T,2024-03-09 20:27:08,45.65443602,13.78624988,9.94,73.777,,1.220,237,20,42,,
T,2024-03-09 20:27:09,45.65442860,13.78623488,9.94,74.134,,1.220,235,22,42,,
T,2024-03-09 20:27:10,45.65442080,13.78622111,9.94,75.560,,1.260,223,22,42,,
T,2024-03-09 20:27:11,45.65441376,13.78620616,9.94,76.308,,1.230,231,22,42,,
T,2024-03-09 20:27:12,45.65440805,13.78619095,9.94,76.194,,1.250,238,22,42,,
T,2024-03-09 20:27:13,45.65440236,13.78617429,9.94,75.895,,1.240,234,21,42,,
T,2024-03-09 20:27:14,45.65439854,13.78615555,9.94,76.160,,1.280,249,21,42,,
T,2024-03-09 20:27:15,45.65439046,13.78613878,9.94,76.320,,1.310,233,19,42,,
T,2024-03-09 20:27:16,45.65438326,13.78612410,9.94,77.299,,1.250,238,20,42,,
T,2024-03-09 20:27:17,45.65437262,13.78611073,9.94,76.367,,1.260,230,21,42,,
T,2024-03-09 20:27:18,45.65436342,13.78609423,9.94,76.229,,1.280,241,21,42,,
T,2024-03-09 20:27:19,45.65435766,13.78607863,9.94,77.746,,1.270,239,23,42,,
T,2024-03-09 20:27:20,45.65435204,13.78606153,9.94,78.476,,1.300,246,24,42,,
T,2024-03-09 20:27:21,45.65434207,13.78604761,9.94,78.296,,1.390,225,25,42,,
T,2024-03-09 20:27:22,45.65433659,13.78603270,9.94,78.303,,1.310,238,25,42,,
T,2024-03-09 20:27:23,45.65432965,13.78601963,9.94,77.963,,1.290,238,25,42,,
T,2024-03-09 20:27:24,45.65432085,13.78600667,9.94,78.468,,1.250,228,26,42,,
T,2024-03-09 20:27:25,45.65430975,13.78599461,9.94,79.073,,1.310,229,25,42,,
T,2024-03-09 20:27:26,45.65429844,13.78598773,9.94,77.585,,1.310,226,26,42,,
T,2024-03-09 20:27:27,45.65428841,13.78598310,9.98,76.944,,1.370,210,26,42,,
T,2024-03-09 20:27:28,45.65427924,13.78597624,10.02,76.072,,1.310,215,26,42,,
T,2024-03-09 20:27:29,45.65426908,13.78596641,10.12,76.056,,1.320,222,26,42,,
T,2024-03-09 20:27:30,45.65426353,13.78595525,10.08,74.870,,1.220,233,26,42,,
T,2024-03-09 20:27:31,45.65425577,13.78594088,10.13,73.943,,1.330,247,26,42,,
T,2024-03-09 20:27:32,45.65424107,13.78593232,10.14,72.538,,1.550,211,25,42,,
T,2024-03-09 20:27:33,45.65423035,13.78592144,10.28,72.438,,1.300,220,25,42,,
T,2024-03-09 20:27:34,45.65421796,13.78590896,10.08,71.779,,1.280,228,24,42,,
T,2024-03-09 20:27:35,45.65420575,13.78589662,9.94,72.591,,1.260,231,24,42,,
T,2024-03-09 20:27:36,45.65419598,13.78588643,9.94,71.964,,1.290,234,25,42,,
T,2024-03-09 20:27:37,45.65418968,13.78587396,9.94,71.312,,1.350,239,25,42,,
T,2024-03-09 20:27:38,45.65418119,13.78586031,9.94,71.662,,1.250,233,25,42,,
T,2024-03-09 20:27:39,45.65417082,13.78584967,9.94,71.873,,1.290,224,25,42,,
T,2024-03-09 20:27:40,45.65416249,13.78584053,9.94,71.671,,1.190,225,25,42,,
T,2024-03-09 20:27:41,45.65415567,13.78582681,9.94,71.767,,1.290,244,25,42,,
T,2024-03-09 20:27:42,45.65414687,13.78581512,9.94,71.792,,1.280,237,24,42,,
T,2024-03-09 20:27:43,45.65414096,13.78580504,9.94,72.116,,1.300,251,25,42,,
T,2024-03-09 20:27:44,45.65413459,13.78579215,9.94,72.908,,1.270,244,25,42,,
T,2024-03-09 20:27:45,45.65412182,13.78578526,9.94,75.238,,1.530,208,25,42,,
T,2024-03-09 20:27:46,45.65411368,13.78577501,9.94,75.878,,1.320,224,25,42,,
T,2024-03-09 20:27:47,45.65410831,13.78576189,9.94,76.593,,1.330,243,24,42,,
T,2024-03-09 20:27:48,45.65410284,13.78574866,9.94,76.793,,1.250,241,24,42,,
T,2024-03-09 20:27:49,45.65409328,13.78574120,9.94,77.226,,1.170,227,23,42,,
T,2024-03-09 20:27:50,45.65407943,13.78573708,9.94,77.458,,1.500,196,23,42,,
T,2024-03-09 20:27:51,45.65406977,13.78572329,9.94,77.705,,1.420,225,23,42,,
T,2024-03-09 20:27:52,45.65406068,13.78571455,9.94,77.769,,1.260,215,23,42,,
T,2024-03-09 20:27:53,45.65405152,13.78570651,9.94,77.891,,1.250,213,22,42,,
T,2024-03-09 20:27:54,45.65404355,13.78569301,9.94,77.742,,1.280,226,22,42,,
T,2024-03-09 20:27:55,45.65403760,13.78567783,9.94,77.783,,1.260,241,22,42,,
T,2024-03-09 20:27:56,45.65403227,13.78566401,9.94,78.033,,1.250,243,20,42,,
T,2024-03-09 20:27:57,45.65402639,13.78564786,9.94,77.693,,1.260,239,20,42,,
T,2024-03-09 20:27:58,45.65401741,13.78563152,9.94,76.919,,1.310,226,20,42,,
T,2024-03-09 20:27:59,45.65400790,13.78561848,9.94,77.094,,1.270,218,20,42,,
T,2024-03-09 20:28:00,45.65400098,13.78560198,9.94,77.057,,1.350,237,20,42,,
T,2024-03-09 20:28:01,45.65399799,13.78558234,9.94,78.246,,1.430,264,18,42,,
T,2024-03-09 20:28:02,45.65398990,13.78556685,9.94,76.608,,1.450,237,19,42,,
T,2024-03-09 20:28:03,45.65398060,13.78555151,9.94,76.112,,1.290,223,19,42,,
T,2024-03-09 20:28:04,45.65397307,13.78553571,9.94,76.199,,1.360,244,19,42,,
T,2024-03-09 20:28:05,45.65396491,13.78552306,3.79,75.342,,1.250,230,19,42,,
T,2024-03-09 20:28:06,45.65395739,13.78550770,3.79,74.764,,1.310,245,19,42,,
T,2024-03-09 20:28:07,45.65394949,13.78549290,3.79,74.037,,1.290,244,19,42,,
T,2024-03-09 20:28:08,45.65394067,13.78548045,3.79,73.157,,1.250,238,18,42,,
T,2024-03-09 20:28:09,45.65393032,13.78546967,3.79,73.574,,1.320,220,18,42,,
T,2024-03-09 20:28:10,45.65391954,13.78546058,3.79,73.804,,1.260,218,18,42,,
T,2024-03-09 20:28:11,45.65390828,13.78545537,3.79,72.977,,1.330,237,20,42,,
T,2024-03-09 20:28:12,45.65389769,13.78545182,3.79,73.440,,1.260,236,21,42,,
T,2024-03-09 20:28:13,45.65388845,13.78544744,3.79,72.368,,1.280,233,23,42,,
T,2024-03-09 20:28:14,45.65388088,13.78543939,3.79,71.512,,1.300,245,23,42,,
T,2024-03-09 20:28:15,45.65387685,13.78542478,3.79,70.976,,1.330,259,23,42,,
T,2024-03-09 20:28:16,45.65387284,13.78540893,3.79,70.300,,1.250,262,23,42,,
T,2024-03-09 20:28:17,45.65386646,13.78539508,3.79,69.920,,1.370,245,23,41,,
T,2024-03-09 20:28:18,45.65385634,13.78538608,3.79,69.023,,1.380,228,24,41,,
T,2024-03-09 20:28:19,45.65384705,13.78537824,3.79,67.730,,1.300,234,24,41,,
T,2024-03-09 20:28:20,45.65383765,13.78537220,3.79,66.578,,1.300,223,24,41,,
T,2024-03-09 20:28:21,45.65382661,13.78536925,3.79,66.177,,1.270,209,24,41,,
T,2024-03-09 20:28:22,45.65381948,13.78536281,3.79,64.624,,1.240,230,24,41,,
T,2024-03-09 20:28:23,45.65381430,13.78535703,3.79,63.283,,1.000,229,24,41,,
T,2024-03-09 20:28:24,45.65380869,13.78535034,3.79,62.453,,1.080,219,22,41,,
T,2024-03-09 20:28:25,45.65380032,13.78534628,3.79,61.420,,1.160,213,21,41,,
T,2024-03-09 20:28:26,45.65379000,13.78534615,3.79,60.599,,1.230,198,21,41,,
T,2024-03-09 20:28:27,45.65377883,13.78534917,3.79,60.495,,1.260,185,22,41,,
T,2024-03-09 20:28:28,45.65376804,13.78535227,3.79,59.685,,1.290,179,22,41,,
T,2024-03-09 20:28:29,45.65375662,13.78535335,3.79,59.329,,1.310,181,22,41,,
T,2024-03-09 20:28:30,45.65374521,13.78535434,3.79,58.253,,1.360,180,22,41,,
T,2024-03-09 20:28:31,45.65373539,13.78536269,3.79,57.717,,1.450,153,22,41,,
T,2024-03-09 20:28:32,45.65372592,13.78537131,3.79,57.803,,1.320,149,22,41,,
T,2024-03-09 20:28:33,45.65371435,13.78537567,3.79,57.174,,1.360,162,22,41,,
T,2024-03-09 20:28:34,45.65370227,13.78537864,3.79,57.083,,1.320,167,22,41,,
T,2024-03-09 20:28:35,45.65369005,13.78537734,3.79,56.753,,1.350,185,22,41,,
T,2024-03-09 20:28:36,45.65368057,13.78537733,3.79,56.217,,1.210,184,21,41,,
T,2024-03-09 20:28:37,45.65367196,13.78538851,3.79,56.649,,1.300,161,20,42,,
T,2024-03-09 20:28:38,45.65366217,13.78539704,3.79,56.964,,1.200,161,19,42,,
T,2024-03-09 20:28:39,45.65365100,13.78540037,3.79,57.979,,1.310,182,18,42,,
T,2024-03-09 20:28:40,45.65364015,13.78540308,3.79,59.431,,1.190,178,20,42,,
T,2024-03-09 20:28:41,45.65362722,13.78541065,3.79,60.820,,1.180,177,20,42,,
T,2024-03-09 20:28:42,45.65361561,13.78541512,3.79,61.735,,1.180,175,20,42,,
T,2024-03-09 20:28:43,45.65360358,13.78541391,3.79,62.445,,1.360,208,20,42,,
T,2024-03-09 20:28:44,45.65359291,13.78541404,3.79,62.626,,1.150,196,20,42,,
T,2024-03-09 20:28:45,45.65358327,13.78541706,3.89,63.398,,1.150,162,20,41,,
T,2024-03-09 20:28:46,45.65357496,13.78542770,3.99,63.233,,1.160,144,20,41,,
T,2024-03-09 20:28:47,45.65356676,13.78543483,4.10,63.830,,1.060,145,20,42,,
T,2024-03-09 20:28:48,45.65355875,13.78544451,4.42,63.957,,1.120,147,20,42,,
T,2024-03-09 20:28:49,45.65354941,13.78545005,4.63,64.405,,1.120,159,20,42,,
T,2024-03-09 20:28:50,45.65354034,13.78545343,4.30,64.674,,1.050,162,17,42,,
T,2024-03-09 20:28:51,45.65353175,13.78545676,4.10,64.551,,0.990,159,17,42,,
T,2024-03-09 20:28:52,45.65352351,13.78546000,3.93,65.066,,1.040,168,18,42,,
T,2024-03-09 20:28:53,45.65351397,13.78546031,3.91,65.057,,1.090,185,18,42,,
T,2024-03-09 20:28:54,45.65350497,13.78545739,3.96,65.964,,0.970,185,18,42,,
T,2024-03-09 20:28:55,45.65349554,13.78546331,3.79,66.880,,1.040,180,17,42,,
T,2024-03-09 20:28:56,45.65348721,13.78547194,3.79,67.100,,1.080,155,17,42,,
