type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-09 20:33:47,45.65211584,13.78183056,9.94,72.136,,1.510,222,19,42,,
T,2024-03-09 20:33:48,45.65211187,13.78181630,9.94,72.818,,1.320,237,19,42,,
T,2024-03-09 20:33:49,45.65211033,13.78179951,9.94,72.914,,1.300,247,19,42,,
T,2024-03-09 20:33:50,45.65210765,13.78178138,9.94,72.292,,1.260,251,20,42,,
T,2024-03-09 20:33:51,45.65210474,13.78176155,9.94,72.003,,1.280,260,20,42,,
T,2024-03-09 20:33:52,45.65209785,13.78174253,9.94,71.197,,1.300,243,21,42,,
T,2024-03-09 20:33:53,45.65209562,13.78172345,9.94,71.231,,1.300,261,21,42,,
T,2024-03-09 20:33:54,45.65209503,13.78170635,9.94,70.014,,1.260,279,21,42,,
T,2024-03-09 20:33:55,45.65209648,13.78169120,9.94,70.181,,1.030,270,21,42,,
T,2024-03-09 20:33:56,45.65209553,13.78167375,9.94,72.157,,1.240,251,21,42,,
T,2024-03-09 20:33:57,45.65208967,13.78165679,9.94,73.099,,1.170,242,21,42,,
T,2024-03-09 20:33:58,45.65208433,13.78164301,9.94,74.061,,1.120,244,19,42,,
T,2024-03-09 20:33:59,45.65208335,13.78163424,9.94,74.449,,1.090,239,19,42,,
T,2024-03-09 20:34:00,45.65207755,13.78162133,9.94,73.212,,1.080,241,20,42,,
T,2024-03-09 20:34:01,45.65207737,13.78160508,9.94,71.713,,1.190,263,20,42,,
T,2024-03-09 20:34:02,45.65207517,13.78158946,9.94,70.888,,1.220,263,20,42,,
T,2024-03-09 20:34:03,45.65207605,13.78157241,9.94,69.754,,1.420,273,20,42,,
T,2024-03-09 20:34:04,45.65207135,13.78155478,9.94,69.970,,1.640,247,20,42,,
T,2024-03-09 20:34:05,45.65207093,13.78153435,9.94,69.930,,1.520,262,20,42,,
T,2024-03-09 20:34:06,45.65207843,13.78151245,9.94,70.429,,1.580,287,20,42,,
T,2024-03-09 20:34:07,45.65208397,13.78149465,9.94,72.140,,1.340,285,20,42,,
T,2024-03-09 20:34:08,45.65208951,13.78147640,9.94,71.680,,1.410,293,22,42,,
T,2024-03-09 20:34:09,45.65208955,13.78145495,9.94,72.047,,1.550,268,22,42,,
T,2024-03-09 20:34:10,45.65209277,13.78143801,9.94,71.930,,1.350,282,22,42,,
T,2024-03-09 20:34:11,45.65209930,13.78142066,9.94,71.685,,1.440,302,22,42,,
T,2024-03-09 20:34:12,45.65210147,13.78140129,9.94,72.022,,1.440,280,22,42,,
T,2024-03-09 20:34:13,45.65210000,13.78138436,9.94,71.165,,1.270,268,21,42,,
T,2024-03-09 20:34:14,45.65209403,13.78136811,9.94,71.889,,1.310,255,19,42,,
T,2024-03-09 20:34:15,45.65209019,13.78135265,9.94,72.593,,1.180,255,18,42,,
T,2024-03-09 20:34:16,45.65208616,13.78134123,9.94,74.216,,0.820,249,18,42,,
T,2024-03-09 20:34:17,45.65207098,13.78132210,9.94,74.495,,2.180,224,22,42,,
T,2024-03-09 20:34:18,45.65206582,13.78131244,9.94,74.547,,0.640,244,22,42,,
T,2024-03-09 20:34:19,45.65206635,13.78129556,9.98,74.034,,1.300,272,22,42,,
T,2024-03-09 20:34:20,45.65206740,13.78127886,10.18,73.986,,1.200,270,22,42,,
T,2024-03-09 20:34:21,45.65206545,13.78126314,10.46,73.908,,1.160,261,22,42,,
T,2024-03-09 20:34:22,45.65206298,13.78124546,10.48,74.853,,1.170,258,22,42,,
T,2024-03-09 20:34:23,45.65205938,13.78122768,10.23,73.695,,1.220,274,19,42,,
T,2024-03-09 20:34:24,45.65205886,13.78121031,10.34,74.191,,1.160,280,20,42,,
T,2024-03-09 20:34:25,45.65206002,13.78119327,10.61,74.466,,1.160,281,20,42,,
T,2024-03-09 20:34:26,45.65205455,13.78117524,10.86,73.133,,1.240,269,20,42,,
T,2024-03-09 20:34:27,45.65204936,13.78116098,10.62,72.239,,1.190,249,20,42,,
T,2024-03-09 20:34:28,45.65204646,13.78114865,10.29,72.712,,1.180,235,20,42,,
T,2024-03-09 20:34:29,45.65204393,13.78113810,10.20,72.565,,1.070,240,20,42,,
T,2024-03-09 20:34:30,45.65204261,13.78112647,10.12,72.840,,1.160,254,20,42,,
T,2024-03-09 20:34:31,45.65203785,13.78110976,10.13,72.824,,1.280,235,20,42,,
T,2024-03-09 20:34:32,45.65203459,13.78109380,10.05,73.394,,1.300,244,20,42,,
T,2024-03-09 20:34:33,45.65203293,13.78107592,10.11,73.356,,1.330,255,20,42,,
T,2024-03-09 20:34:34,45.65203530,13.78105925,10.05,73.017,,1.300,269,20,42,,
T,2024-03-09 20:34:35,45.65203585,13.78104338,10.03,74.145,,1.120,273,19,42,,
T,2024-03-09 20:34:36,45.65203229,13.78102828,9.94,73.178,,1.230,252,21,42,,
T,2024-03-09 20:34:37,45.65202823,13.78101317,9.94,73.709,,1.250,266,21,42,,
T,2024-03-09 20:34:38,45.65202393,13.78100388,9.94,71.580,,0.820,241,21,42,,
T,2024-03-09 20:34:39,45.65201748,13.78099132,9.94,70.795,,1.250,246,21,42,,
T,2024-03-09 20:34:40,45.65201211,13.78097808,9.94,69.843,,0.820,243,21,42,,
T,2024-03-09 20:34:41,45.65200759,13.78095920,9.94,70.045,,1.510,253,20,42,,
T,2024-03-09 20:34:42,45.65200104,13.78094091,9.94,70.549,,1.350,243,18,42,,
T,2024-03-09 20:34:43,45.65199442,13.78093035,9.94,71.409,,0.810,239,18,42,,
T,2024-03-09 20:34:44,45.65198586,13.78091640,9.95,70.167,,1.360,244,18,42,,
T,2024-03-09 20:34:45,45.65197739,13.78089575,9.98,70.942,,1.770,257,19,42,,
T,2024-03-09 20:34:46,45.65197393,13.78087419,10.08,71.651,,1.630,271,19,42,,
T,2024-03-09 20:34:47,45.65197175,13.78086456,10.03,73.010,,0.700,274,20,42,,
T,2024-03-09 20:34:48,45.65196825,13.78084998,10.09,74.141,,1.310,260,20,42,,
T,2024-03-09 20:34:49,45.65196017,13.78083094,10.14,73.491,,1.350,256,20,42,,
T,2024-03-09 20:34:50,45.65195524,13.78081564,10.05,74.086,,1.210,250,20,42,,
T,2024-03-09 20:34:51,45.65194968,13.78079491,10.04,74.383,,1.500,266,20,42,,
T,2024-03-09 20:34:52,45.65194638,13.78077410,10.07,73.398,,1.570,252,20,41,,
T,2024-03-09 20:34:53,45.65193803,13.78075822,10.17,74.078,,1.320,241,19,41,,
T,2024-03-09 20:34:54,45.65193224,13.78074375,10.10,75.116,,1.270,249,19,41,,
T,2024-03-09 20:34:55,45.65193235,13.78072537,10.09,75.373,,1.320,260,19,41,,
T,2024-03-09 20:34:56,45.65192854,13.78070939,10.07,76.222,,1.270,248,20,41,,
T,2024-03-09 20:34:57,45.65192503,13.78069369,10.04,76.371,,1.250,255,20,41,,
T,2024-03-09 20:34:58,45.65192305,13.78067672,10.02,77.327,,1.150,247,20,41,,
T,2024-03-09 20:34:59,45.65192308,13.78065542,9.95,77.267,,1.330,264,20,41,,
T,2024-03-09 20:35:00,45.65192053,13.78063733,9.95,76.274,,1.220,246,20,41,,
T,2024-03-09 20:35:01,45.65191936,13.78062015,9.94,76.073,,1.140,247,20,41,,
T,2024-03-09 20:35:02,45.65191462,13.78060199,9.97,74.906,,1.200,244,19,41,,
T,2024-03-09 20:35:03,45.65191662,13.78058144,9.94,73.567,,1.220,250,20,41,,
T,2024-03-09 20:35:04,45.65191912,13.78056225,9.94,73.557,,1.290,269,20,41,,
T,2024-03-09 20:35:05,45.65192134,13.78054494,9.94,73.830,,1.150,249,20,41,,
T,2024-03-09 20:35:06,45.65192109,13.78052761,9.94,73.631,,1.220,258,19,41,,
T,2024-03-09 20:35:07,45.65192012,13.78051221,9.94,72.477,,1.150,241,20,41,,
T,2024-03-09 20:35:08,45.65191739,13.78049540,9.94,73.612,,1.200,247,20,40,,
T,2024-03-09 20:35:09,45.65191578,13.78048237,9.94,73.168,,1.200,241,20,40,,
T,2024-03-09 20:35:10,45.65191304,13.78046690,9.94,73.838,,1.190,249,20,40,,
T,2024-03-09 20:35:11,45.65191038,13.78044880,9.94,74.548,,1.250,251,20,40,,
T,2024-03-09 20:35:12,45.65190623,13.78043237,9.94,73.458,,1.250,235,21,40,,
T,2024-03-09 20:35:13,45.65190355,13.78041910,9.94,73.570,,1.180,239,20,40,,
T,2024-03-09 20:35:14,45.65190294,13.78039959,9.94,74.913,,1.360,268,20,40,,
T,2024-03-09 20:35:15,45.65189853,13.78038084,9.94,74.674,,1.270,247,20,40,,
T,2024-03-09 20:35:16,45.65189371,13.78036430,9.94,74.707,,1.160,232,21,42,,
T,2024-03-09 20:35:17,45.65188627,13.78035132,9.94,74.173,,1.180,223,21,42,,
T,2024-03-09 20:35:18,45.65188023,13.78033711,9.94,73.267,,1.260,233,20,42,,
T,2024-03-09 20:35:19,45.65187437,13.78032048,9.94,73.590,,1.210,244,20,42,,
T,2024-03-09 20:35:20,45.65187228,13.78030329,9.94,75.134,,1.190,249,20,42,,
T,2024-03-09 20:35:21,45.65186865,13.78028595,9.94,75.168,,1.180,250,21,42,,
T,2024-03-09 20:35:22,45.65186505,13.78026588,9.94,74.999,,1.190,256,21,42,,
T,2024-03-09 20:35:23,45.65185871,13.78024742,9.94,75.938,,1.270,242,21,42,,
T,2024-03-09 20:35:24,45.65185578,13.78023070,9.94,75.357,,1.220,253,21,42,,
T,2024-03-09 20:35:25,45.65185088,13.78021609,9.94,75.294,,1.220,242,21,42,,
T,2024-03-09 20:35:26,45.65184694,13.78019793,9.94,75.193,,1.210,248,21,42,,
T,2024-03-09 20:35:27,45.65184270,13.78018317,9.94,73.966,,1.250,233,21,42,,
T,2024-03-09 20:35:28,45.65183868,13.78016578,9.94,72.016,,1.190,238,20,42,,
T,2024-03-09 20:35:29,45.65183562,13.78014837,9.94,71.435,,1.230,233,21,42,,
T,2024-03-09 20:35:30,45.65183261,13.78012646,9.94,71.691,,1.250,242,21,42,,
T,2024-03-09 20:35:31,45.65182851,13.78010609,9.94,71.490,,1.230,254,21,42,,
T,2024-03-09 20:35:32,45.65182801,13.78008639,9.94,71.527,,1.140,262,21,42,,
T,2024-03-09 20:35:33,45.65181953,13.78006858,9.94,71.304,,1.180,253,21,42,,
T,2024-03-09 20:35:34,45.65181106,13.78005144,9.94,70.660,,1.280,251,21,42,,
T,2024-03-09 20:35:35,45.65180150,13.78003838,9.94,70.297,,1.340,235,21,42,,
T,2024-03-09 20:35:36,45.65179475,13.78002783,9.94,70.023,,1.290,235,21,42,,
T,2024-03-09 20:35:37,45.65178682,13.78001615,9.94,69.809,,1.300,230,21,42,,
T,2024-03-09 20:35:38,45.65177637,13.78000441,9.94,69.509,,1.280,234,21,42,,
T,2024-03-09 20:35:39,45.65176991,13.77998738,9.94,68.073,,1.330,259,20,42,,
T,2024-03-09 20:35:40,45.65175955,13.77997386,9.94,67.305,,1.350,237,20,42,,
T,2024-03-09 20:35:41,45.65175341,13.77995677,9.94,68.405,,1.270,246,20,42,,
T,2024-03-09 20:35:42,45.65174654,13.77994037,9.94,68.896,,1.280,234,20,42,,
T,2024-03-09 20:35:43,45.65174531,13.77992209,9.94,68.477,,1.280,251,20,42,,
T,2024-03-09 20:35:44,45.65174318,13.77990454,10.04,67.978,,1.210,252,20,42,,
T,2024-03-09 20:35:45,45.65174017,13.77989081,10.01,67.317,,1.290,230,20,42,,
T,2024-03-09 20:35:46,45.65174180,13.77987251,9.94,68.033,,1.360,259,21,42,,
T,2024-03-09 20:35:47,45.65174194,13.77985726,9.94,67.494,,1.240,259,21,42,,
T,2024-03-09 20:35:48,45.65174210,13.77984139,9.94,67.907,,1.220,261,21,42,,
T,2024-03-09 20:35:49,45.65173393,13.77982606,9.94,68.835,,1.570,222,21,42,,
T,2024-03-09 20:35:50,45.65173320,13.77980675,9.94,69.274,,1.390,254,21,42,,
T,2024-03-09 20:35:51,45.65173200,13.77978807,9.94,69.261,,1.210,249,20,42,,
T,2024-03-09 20:35:52,45.65172818,13.77977598,9.94,69.690,,1.260,227,19,42,,
T,2024-03-09 20:35:53,45.65172805,13.77975664,9.94,69.759,,1.340,255,19,42,,
T,2024-03-09 20:35:54,45.65173060,13.77974069,9.94,69.162,,1.220,255,19,42,,
T,2024-03-09 20:35:55,45.65173494,13.77972507,9.94,69.451,,1.220,263,19,42,,
T,2024-03-09 20:35:56,45.65173633,13.77970828,9.94,70.099,,1.210,261,20,42,,
T,2024-03-09 20:35:57,45.65174014,13.77969110,9.94,70.025,,1.220,277,20,42,,
T,2024-03-09 20:35:58,45.65174108,13.77967390,9.94,69.527,,1.180,266,20,42,,
T,2024-03-09 20:35:59,45.65173725,13.77965665,9.94,69.253,,1.330,242,20,42,,
T,2024-03-09 20:36:00,45.65173841,13.77963933,9.94,70.014,,1.340,267,20,42,,
T,2024-03-09 20:36:01,45.65173788,13.77962283,9.94,70.364,,1.240,255,20,42,,
T,2024-03-09 20:36:02,45.65173909,13.77960660,9.94,70.398,,1.210,257,19,42,,
T,2024-03-09 20:36:03,45.65174307,13.77958832,9.94,69.039,,1.430,282,20,42,,
T,2024-03-09 20:36:04,45.65174162,13.77957046,9.94,68.765,,1.470,248,20,42,,
T,2024-03-09 20:36:05,45.65173974,13.77955748,9.94,69.537,,1.160,251,20,42,,
T,2024-03-09 20:36:06,45.65174173,13.77954099,9.94,68.550,,1.290,269,20,42,,
T,2024-03-09 20:36:07,45.65173915,13.77952247,9.94,69.248,,1.310,250,20,42,,
T,2024-03-09 20:36:08,45.65173417,13.77950490,9.94,69.635,,1.240,247,21,42,,
T,2024-03-09 20:36:09,45.65173082,13.77948376,9.94,68.318,,1.340,267,20,42,,
T,2024-03-09 20:36:10,45.65173116,13.77946516,9.94,68.664,,1.150,274,20,42,,
T,2024-03-09 20:36:11,45.65173015,13.77944840,9.94,68.624,,1.230,267,20,42,,
T,2024-03-09 20:36:12,45.65173189,13.77942820,9.94,67.311,,1.340,289,20,42,,
T,2024-03-09 20:36:13,45.65173082,13.77941031,9.94,66.414,,1.220,274,20,42,,
T,2024-03-09 20:36:14,45.65172959,13.77939606,9.94,64.531,,1.170,268,19,42,,
T,2024-03-09 20:36:15,45.65172642,13.77937963,9.94,63.948,,1.200,264,20,42,,
T,2024-03-09 20:36:16,45.65172053,13.77936524,9.94,64.658,,1.230,248,20,42,,
T,2024-03-09 20:36:17,45.65171659,13.77935162,9.94,62.719,,1.100,265,20,42,,
T,2024-03-09 20:36:18,45.65171203,13.77933656,9.94,62.179,,1.180,263,20,42,,
T,2024-03-09 20:36:19,45.65170734,13.77932890,9.94,61.438,,0.390,225,20,42,,
T,2024-03-09 20:36:20,45.65170319,13.77932092,9.94,61.204,,0.810,262,20,42,,
T,2024-03-09 20:36:21,45.65170075,13.77931066,9.94,61.646,,0.740,277,19,42,,
T,2024-03-09 20:36:22,45.65169774,13.77929540,9.94,62.312,,1.210,269,19,42,,
T,2024-03-09 20:36:23,45.65169105,13.77928090,9.94,63.470,,1.310,251,19,42,,
T,2024-03-09 20:36:24,45.65168133,13.77926519,9.94,63.133,,1.300,237,20,42,,
T,2024-03-09 20:36:25,45.65167278,13.77924875,9.94,63.189,,1.180,248,20,42,,
T,2024-03-09 20:36:26,45.65166663,13.77923367,10.10,63.916,,0.950,251,20,42,,
T,2024-03-09 20:36:27,45.65166188,13.77921924,10.16,63.623,,0.980,249,20,42,,
T,2024-03-09 20:36:28,45.65165688,13.77919928,10.27,63.735,,1.300,251,20,42,,
T,2024-03-09 20:36:29,45.65165463,13.77917841,10.24,64.297,,1.060,254,20,42,,
T,2024-03-09 20:36:30,45.65165465,13.77915840,10.23,63.926,,1.140,258,20,42,,
T,2024-03-09 20:36:31,45.65165716,13.77913685,10.25,64.168,,1.130,271,20,42,,
T,2024-03-09 20:36:32,45.65165838,13.77911695,10.35,65.405,,1.110,263,20,42,,
T,2024-03-09 20:36:33,45.65165499,13.77909928,10.36,66.321,,1.050,249,20,42,,
T,2024-03-09 20:36:34,45.65165101,13.77908172,10.39,67.055,,1.050,248,20,42,,
T,2024-03-09 20:36:35,45.65165087,13.77906157,10.38,65.840,,1.030,270,20,42,,
T,2024-03-09 20:36:36,45.65164613,13.77903937,10.43,65.219,,1.180,239,19,42,,
T,2024-03-09 20:36:37,45.65164449,13.77902023,10.42,65.431,,1.030,253,19,42,,
T,2024-03-09 20:36:38,45.65164479,13.77900911,10.40,65.767,,0.920,250,19,42,,
T,2024-03-09 20:36:39,45.65164277,13.77900186,10.38,65.611,,0.640,225,19,42,,
T,2024-03-09 20:36:40,45.65164000,13.77898099,10.30,65.853,,1.630,247,20,42,,
T,2024-03-09 20:36:41,45.65163479,13.77896328,10.40,65.639,,1.170,249,20,42,,
T,2024-03-09 20:36:42,45.65163202,13.77894559,10.52,66.046,,1.160,253,20,42,,
T,2024-03-09 20:36:43,45.65163178,13.77893221,10.51,64.991,,1.040,239,20,42,,
T,2024-03-09 20:36:44,45.65163013,13.77891176,10.41,64.628,,1.190,251,20,42,,
T,2024-03-09 20:36:45,45.65162343,13.77889674,10.39,64.796,,1.210,229,20,42,,
T,2024-03-09 20:36:46,45.65161874,13.77888566,10.23,63.205,,1.000,224,20,42,,
T,2024-03-09 20:36:47,45.65161080,13.77887120,10.22,61.718,,1.030,222,20,42,,
T,2024-03-09 20:36:48,45.65160857,13.77885623,10.22,59.919,,1.320,263,20,42,,
T,2024-03-09 20:36:49,45.65160688,13.77884049,10.12,60.120,,1.130,283,20,42,,
T,2024-03-09 20:36:50,45.65159649,13.77882388,10.11,59.653,,1.370,242,20,42,,
T,2024-03-09 20:36:51,45.65159232,13.77880866,10.09,59.521,,1.250,272,20,42,,
T,2024-03-09 20:36:52,45.65158657,13.77879075,10.06,58.575,,1.050,263,20,42,,
T,2024-03-09 20:36:53,45.65157703,13.77877277,10.12,59.270,,1.180,241,20,42,,
T,2024-03-09 20:36:54,45.65156703,13.77876039,10.12,58.801,,1.180,218,20,42,,
T,2024-03-09 20:36:55,45.65156126,13.77874339,10.06,59.964,,1.240,247,20,42,,
T,2024-03-09 20:36:56,45.65155420,13.77872937,10.08,61.300,,1.180,225,20,42,,
T,2024-03-09 20:36:57,45.65155102,13.77871407,10.06,59.588,,1.180,249,20,42,,
T,2024-03-09 20:36:58,45.65154749,13.77869726,10.07,59.504,,1.090,254,20,42,,
T,2024-03-09 20:36:59,45.65154395,13.77868227,10.10,59.507,,1.090,256,20,42,,
T,2024-03-09 20:37:00,45.65153713,13.77866915,10.04,60.380,,1.190,236,20,42,,
T,2024-03-09 20:37:01,45.65153187,13.77865600,10.02,61.738,,1.140,254,20,42,,
T,2024-03-09 20:37:02,45.65152164,13.77864619,9.99,62.278,,1.310,220,19,42,,
T,2024-03-09 20:37:03,45.65151474,13.77863769,9.98,63.431,,1.090,231,20,42,,
T,2024-03-09 20:37:04,45.65150803,13.77862804,10.05,64.817,,1.070,236,20,42,,
T,2024-03-09 20:37:05,45.65150060,13.77862092,10.07,64.740,,1.020,221,20,42,,
T,2024-03-09 20:37:06,45.65149626,13.77860947,10.04,66.040,,1.170,245,20,42,,
T,2024-03-09 20:37:07,45.65149257,13.77860052,10.13,65.917,,1.060,249,20,42,,
T,2024-03-09 20:37:08,45.65149083,13.77858650,10.09,64.949,,1.090,270,19,42,,
T,2024-03-09 20:37:09,45.65148822,13.77857120,10.17,65.517,,1.050,264,19,42,,
T,2024-03-09 20:37:10,45.65148400,13.77855792,10.21,66.091,,1.060,247,19,42,,
T,2024-03-09 20:37:11,45.65148253,13.77854773,10.20,65.225,,1.030,237,19,42,,
T,2024-03-09 20:37:12,45.65148252,13.77853884,10.30,65.609,,1.040,249,19,42,,
T,2024-03-09 20:37:13,45.65148014,13.77852534,10.31,66.422,,1.020,249,20,42,,
T,2024-03-09 20:37:14,45.65147791,13.77851141,10.23,66.911,,1.070,262,20,42,,
T,2024-03-09 20:37:15,45.65147420,13.77849541,10.30,67.294,,1.100,241,20,42,,
T,2024-03-09 20:37:16,45.65147118,13.77847928,10.35,67.265,,1.030,248,20,42,,
T,2024-03-09 20:37:17,45.65147152,13.77845932,10.31,66.598,,1.110,268,19,42,,
T,2024-03-09 20:37:18,45.65146788,13.77843708,10.30,66.198,,1.150,243,20,42,,
T,2024-03-09 20:37:19,45.65146710,13.77841672,10.28,65.362,,1.090,262,20,42,,
T,2024-03-09 20:37:20,45.65146286,13.77839915,10.32,65.259,,1.110,243,21,42,,
T,2024-03-09 20:37:21,45.65145822,13.77838252,10.25,66.438,,1.080,255,21,42,,
T,2024-03-09 20:37:22,45.65146080,13.77836580,10.28,65.759,,1.340,291,20,42,,
T,2024-03-09 20:37:23,45.65145418,13.77834987,10.26,64.716,,1.680,237,21,42,,
T,2024-03-09 20:37:24,45.65145352,13.77833695,10.26,64.892,,1.130,265,22,42,,
T,2024-03-09 20:37:25,45.65145089,13.77832150,10.25,64.810,,1.050,261,22,42,,
T,2024-03-09 20:37:26,45.65144561,13.77830519,10.23,64.171,,1.080,246,22,42,,
T,2024-03-09 20:37:27,45.65144055,13.77828398,10.19,63.593,,1.120,265,22,42,,
T,2024-03-09 20:37:28,45.65143732,13.77826215,10.20,61.852,,1.150,285,22,42,,
T,2024-03-09 20:37:29,45.65143269,13.77824307,10.28,61.517,,1.090,274,22,42,,
T,2024-03-09 20:37:30,45.65143399,13.77822235,10.23,61.927,,1.180,292,22,42,,
T,2024-03-09 20:37:31,45.65143416,13.77820477,10.23,62.563,,1.070,282,22,42,,
T,2024-03-09 20:37:32,45.65143297,13.77818984,10.22,62.393,,1.050,283,22,42,,
T,2024-03-09 20:37:33,45.65143795,13.77817728,10.23,62.273,,1.310,319,22,42,,
T,2024-03-09 20:37:34,45.65144225,13.77816543,10.25,60.915,,1.090,320,22,42,,
T,2024-03-09 20:37:35,45.65144461,13.77815380,10.22,61.598,,1.090,308,22,42,,
T,2024-03-09 20:37:36,45.65144580,13.77813411,10.18,62.069,,1.170,288,21,42,,
T,2024-03-09 20:37:37,45.65144767,13.77811554,10.28,62.224,,1.100,294,21,42,,
T,2024-03-09 20:37:38,45.65144928,13.77809243,10.29,62.232,,1.220,268,21,42,,
T,2024-03-09 20:37:39,45.65145409,13.77807252,10.31,59.859,,1.090,283,21,42,,
T,2024-03-09 20:37:40,45.65146415,13.77805059,10.31,58.062,,1.230,308,21,42,,
T,2024-03-09 20:37:41,45.65147533,13.77803230,10.34,57.179,,1.120,322,21,42,,
T,2024-03-09 20:37:42,45.65148308,13.77801199,10.35,56.776,,1.170,301,21,42,,
T,2024-03-09 20:37:43,45.65148750,13.77798793,10.50,56.540,,1.160,287,20,42,,
T,2024-03-09 20:37:44,45.65148894,13.77796867,10.39,57.509,,1.080,290,19,42,,
T,2024-03-09 20:37:45,45.65148812,13.77794536,10.44,57.544,,1.170,275,19,42,,
T,2024-03-09 20:37:46,45.65148496,13.77792554,10.38,58.381,,1.090,277,19,42,,
T,2024-03-09 20:37:47,45.65148808,13.77790729,10.30,57.570,,1.320,309,19,42,,
T,2024-03-09 20:37:48,45.65148810,13.77789047,10.25,56.065,,1.150,294,20,42,,
T,2024-03-09 20:37:49,45.65148813,13.77787555,10.21,55.420,,1.140,284,20,42,,
T,2024-03-09 20:37:50,45.65148458,13.77785957,10.24,54.312,,1.210,264,21,42,,
T,2024-03-09 20:37:51,45.65147766,13.77784573,10.36,53.982,,1.200,246,21,42,,
T,2024-03-09 20:37:52,45.65147290,13.77783177,10.35,54.163,,1.150,255,21,42,,
T,2024-03-09 20:37:53,45.65146882,13.77781725,10.24,54.045,,1.150,249,21,42,,
T,2024-03-09 20:37:54,45.65146328,13.77780355,9.94,53.273,,1.160,251,20,42,,
T,2024-03-09 20:37:55,45.65145560,13.77778917,9.94,53.484,,1.190,237,19,42,,
T,2024-03-09 20:37:56,45.65145103,13.77777241,9.94,53.065,,1.220,253,17,42,,
T,2024-03-09 20:37:57,45.65144512,13.77775668,10.15,52.499,,1.200,239,18,42,,
T,2024-03-09 20:37:58,45.65143984,13.77774337,10.11,52.839,,1.170,236,18,42,,
T,2024-03-09 20:37:59,45.65143359,13.77772663,10.20,51.771,,1.190,228,19,42,,
T,2024-03-09 20:38:00,45.65142733,13.77771027,10.19,51.756,,1.190,232,19,42,,
T,2024-03-09 20:38:01,45.65142217,13.77769168,10.22,52.066,,1.200,238,15,42,,
T,2024-03-09 20:38:02,45.65141806,13.77767219,10.36,52.097,,1.210,246,17,42,,
T,2024-03-09 20:38:03,45.65141473,13.77765184,10.46,52.545,,1.210,252,17,42,,
T,2024-03-09 20:38:04,45.65141117,13.77763235,10.52,52.963,,1.200,251,16,42,,
T,2024-03-09 20:38:05,45.65140733,13.77761420,10.59,53.319,,1.190,249,12,42,,
T,2024-03-09 20:38:06,45.65140593,13.77759749,10.47,53.505,,1.190,256,10,42,,
T,2024-03-09 20:38:07,45.65140371,13.77758330,10.45,52.207,,1.160,248,15,42,,
T,2024-03-09 20:38:08,45.65140242,13.77756664,10.47,52.130,,1.170,255,14,42,,
T,2024-03-09 20:38:09,45.65139508,13.77755308,10.45,52.031,,1.350,219,15,42,,
T,2024-03-09 20:38:10,45.65139484,13.77753280,10.52,50.197,,1.380,254,16,42,,
T,2024-03-09 20:38:11,45.65139514,13.77751421,10.53,49.420,,1.160,261,19,42,,
T,2024-03-09 20:38:12,45.65139488,13.77749509,10.59,49.142,,1.170,261,19,42,,
T,2024-03-09 20:38:13,45.65139665,13.77747246,10.46,48.549,,1.180,262,16,42,,
T,2024-03-09 20:38:14,45.65139958,13.77745180,10.40,49.020,,1.210,272,18,42,,
T,2024-03-09 20:38:15,45.65140164,13.77743279,10.43,48.588,,1.210,276,18,42,,
T,2024-03-09 20:38:16,45.65140268,13.77741733,10.44,49.128,,1.220,273,17,42,,
T,2024-03-09 20:38:17,45.65140642,13.77739968,10.52,48.996,,1.240,282,15,42,,
T,2024-03-09 20:38:18,45.65140913,13.77738073,10.54,48.856,,1.260,274,15,42,,
T,2024-03-09 20:38:19,45.65140825,13.77735812,10.54,49.316,,1.320,255,16,42,,
T,2024-03-09 20:38:20,45.65139453,13.77734295,10.49,50.486,,1.880,206,15,42,,
T,2024-03-09 20:38:21,45.65139921,13.77732404,10.53,51.240,,1.190,252,15,42,,
T,2024-03-09 20:38:22,45.65140413,13.77730236,10.53,53.168,,1.320,263,20,42,,
T,2024-03-09 20:38:23,45.65139815,13.77730168,10.53,53.149,,0.380,226,21,42,,
T,2024-03-09 20:38:24,45.65139171,13.77730118,10.79,53.158,,0.690,219,21,42,,
T,2024-03-09 20:38:25,45.65138168,13.77728753,10.54,54.128,,1.550,235,21,42,,
T,2024-03-09 20:38:26,45.65137537,13.77727185,10.75,54.449,,1.270,239,21,42,,
T,2024-03-09 20:38:27,45.65137298,13.77726251,11.22,54.701,,0.870,243,21,42,,
T,2024-03-09 20:38:28,45.65136993,13.77725274,11.34,55.670,,0.800,244,20,42,,
T,2024-03-09 20:38:29,45.65136778,13.77724392,11.45,55.100,,0.700,234,18,42,,
T,2024-03-09 20:38:30,45.65137102,13.77724637,11.21,55.113,,0.000,,18,42,,
T,2024-03-09 20:38:31,45.65137209,13.77724744,11.11,55.106,,0.000,,20,42,,
T,2024-03-09 20:38:32,45.65137242,13.77724776,10.94,55.103,,0.000,,19,42,,
T,2024-03-09 20:38:33,45.65137254,13.77724781,10.80,55.117,,0.000,,19,42,,
T,2024-03-09 20:38:34,45.65137265,13.77724781,10.82,55.120,,0.000,,17,42,,
T,2024-03-09 20:38:35,45.65137271,13.77724777,10.81,55.113,,0.000,,18,42,,
T,2024-03-09 20:38:36,45.65137278,13.77724764,10.83,55.108,,0.000,,19,42,,
